name,website,trustCenter,platform,iconUrl
Wispr Flow,https://wisprflow.ai/,https://trust.delve.co/wispr-flow,Delve,https://www.google.com/s2/favicons?domain=wisprflow.ai&sz=128
Wiz,https://wiz.io/,https://trust.wiz.io/,SafeBase,https://www.google.com/s2/favicons?domain=wiz.io&sz=128
Wondercraft,https://wondercraft.ai/,https://trust.wondercraft.ai,Oneleet,https://www.google.com/s2/favicons?domain=https://wondercraft.ai/&sz=128
Wordware,https://wordware.ai/,https://trust.wordware.ai,Oneleet,https://www.google.com/s2/favicons?domain=https://wordware.ai/&sz=128
Worklytics,https://www.worklytics.co,https://trust.worklytics.co,Vanta,https://www.google.com/s2/favicons?domain=https://www.worklytics.co&sz=128
WorkRamp,https://www.workramp.com,https://trust.workramp.com,SafeBase,https://www.google.com/s2/favicons?domain=https://www.workramp.com&sz=128
Zapier,https://zapier.com/,https://trust.zapier.com/,Conveyor,https://www.google.com/s2/favicons?domain=zapier.com&sz=128
Zeal,https://www.zeal.com,https://trust.zeal.com,Vanta,https://www.google.com/s2/favicons?domain=https://www.zeal.com&sz=128
Zep AI,https://www.getzep.com/,https://trust.getzep.com,Oneleet,https://www.google.com/s2/favicons?domain=https://www.getzep.com/&sz=128
zeroheight,https://zeroheight.com,https://trust.zeroheight.com,Vanta,https://www.google.com/s2/favicons?domain=https://zeroheight.com&sz=128
ZeroPath,https://zeropath.com,https://zeropath.com/trust-center,Self-hosted,https://www.google.com/s2/favicons?domain=zeropath.com&sz=128
Zip,https://ziphq.com/,https://app.ziphq.com/vendor-profile/verified/7302e692-35ff-4ade-a26a-4c375e73a409,Self-hosted,https://www.google.com/s2/favicons?domain=ziphq.com&sz=128
Zoom,https://zoom.com/,https://trust.zoom.com/,SafeBase,https://www.google.com/s2/favicons?domain=zoom.com&sz=128
Zuddl,http://www.zuddl.com,https://trust.zuddl.com,Vanta,https://www.google.com/s2/favicons?domain=http://www.zuddl.com&sz=128
